rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
9209	OPN1MW2	opsin 1 (cone pigments), medium-wave-sensitive 2	723737	1	1	1	0	0	0	0	1	0	0	0.768	0.861	NaN	NaN	NaN	0.768	1.000
9210	CA10	carbonic anhydrase X	998749	1	1	1	0	0	0	0	1	0	0	0.768	0.806	NaN	NaN	NaN	0.768	1.000
9211	ABCA5	ATP-binding cassette, sub-family A (ABC1), member 5	4905963	8	7	8	2	0	4	1	2	1	0	0.965	0.741	0.464	0.191	0.416	0.768	1.000
9212	ASPSCR1	alveolar soft part sarcoma chromosome region, candidate 1	1181319	2	2	2	2	1	1	0	0	0	0	1.000	0.918	0.850	0.0979	0.402	0.768	1.000
9213	CFH	complement factor H	3704639	13	13	13	3	0	6	3	3	1	0	0.940	0.790	0.316	0.592	0.427	0.768	1.000
9214	ODF3L1	outer dense fiber of sperm tails 3-like 1	777722	1	1	1	0	0	0	0	1	0	0	0.768	0.832	NaN	NaN	NaN	0.768	1.000
9215	KIAA1279	KIAA1279	1699660	3	3	3	1	0	2	1	0	0	0	0.688	0.836	0.650	0.359	0.584	0.768	1.000
9216	RNF34	ring finger protein 34	1121117	3	3	3	2	0	2	0	0	1	0	0.691	0.973	0.415	0.549	0.582	0.768	1.000
9217	SPESP1	sperm equatorial segment protein 1	957897	1	1	1	0	0	1	0	0	0	0	0.768	0.886	NaN	NaN	NaN	0.768	1.000
9218	TCEA2	transcription elongation factor A (SII), 2	768270	2	2	2	0	1	0	0	1	0	0	0.402	0.641	0.962	0.551	1.000	0.768	1.000
9219	UMPS	uridine monophosphate synthetase	1431490	3	3	3	1	1	2	0	0	0	0	0.455	0.758	0.580	0.657	0.884	0.768	1.000
9220	CLP1	CLP1, cleavage and polyadenylation factor I subunit, homolog (S. cerevisiae)	1250809	1	1	1	2	0	0	0	0	1	0	0.768	1.000	NaN	NaN	NaN	0.768	1.000
9221	LONP1	lon peptidase 1, mitochondrial	1982080	2	2	2	0	0	0	0	1	1	0	0.903	0.621	0.377	0.486	0.445	0.768	1.000
9222	SGPP1	sphingosine-1-phosphate phosphatase 1	887006	2	2	2	0	0	2	0	0	0	0	0.402	0.479	0.383	0.627	1.000	0.769	1.000
9223	PTGR2	prostaglandin reductase 2	1064879	1	1	1	1	0	0	1	0	0	0	0.769	0.961	NaN	NaN	NaN	0.769	1.000
9224	SRCIN1	SRC kinase signaling inhibitor 1	1804781	2	2	2	0	1	0	1	0	0	0	0.744	0.497	0.0750	0.773	0.541	0.769	1.000
9225	DVL1	dishevelled, dsh homolog 1 (Drosophila)	792387	2	2	2	1	1	0	0	1	0	0	0.402	0.872	0.801	0.537	1.000	0.769	1.000
9226	SNRNP40	small nuclear ribonucleoprotein 40kDa (U5)	1069147	1	1	1	1	0	1	0	0	0	0	0.769	0.954	NaN	NaN	NaN	0.769	1.000
9227	AIMP2	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2	874618	2	2	2	0	0	1	0	0	1	0	0.550	0.728	0.876	0.189	0.732	0.769	1.000
9228	UGT1A7	UDP glucuronosyltransferase 1 family, polypeptide A7	1574585	3	2	3	0	1	1	0	1	0	0	0.583	0.404	0.436	0.952	0.690	0.769	1.000
9229	LGALS4	lectin, galactoside-binding, soluble, 4 (galectin 4)	986247	2	2	2	1	1	0	1	0	0	0	0.403	0.808	0.852	0.447	1.000	0.769	1.000
9230	ETFB	electron-transfer-flavoprotein, beta polypeptide	997149	2	2	2	1	1	1	0	0	0	0	0.531	0.758	0.354	0.557	0.759	0.769	1.000
9231	IP6K1	inositol hexakisphosphate kinase 1	1274029	3	3	3	0	0	0	1	2	0	0	0.490	0.515	0.542	0.417	0.822	0.769	1.000
9232	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2	973950	2	2	2	0	1	0	0	0	1	0	0.512	0.627	0.697	0.373	0.787	0.769	1.000
9233	BBS9	Bardet-Biedl syndrome 9	2678485	7	7	7	4	0	3	3	1	0	0	1.000	0.947	0.259	0.562	0.403	0.769	1.000
9234	TBC1D19	TBC1 domain family, member 19	1611197	2	2	2	0	1	1	0	0	0	0	0.441	0.665	0.896	0.241	0.914	0.769	1.000
9235	GALT	galactose-1-phosphate uridylyltransferase	1096325	1	1	1	1	0	1	0	0	0	0	0.769	0.943	NaN	NaN	NaN	0.769	1.000
9236	KRTAP10-4	keratin associated protein 10-4	1157951	4	4	4	3	1	2	1	0	0	0	1.000	0.876	0.239	0.748	0.403	0.770	1.000
9237	ALG11	asparagine-linked glycosylation 11 homolog (S. cerevisiae, alpha-1,2-mannosyltransferase)	1446207	1	1	1	1	0	1	0	0	0	0	0.770	0.932	NaN	NaN	NaN	0.770	1.000
9238	IGSF22	immunoglobulin superfamily, member 22	3794674	4	4	4	2	1	2	0	1	0	0	0.999	0.802	0.271	0.622	0.404	0.770	1.000
9239	IL1A	interleukin 1, alpha	820488	1	1	1	0	0	0	0	1	0	0	0.770	0.822	NaN	NaN	NaN	0.770	1.000
9240	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial	2497788	6	5	6	2	1	1	2	1	1	0	0.643	0.750	0.470	0.387	0.628	0.770	1.000
9241	ACD	adrenocortical dysplasia homolog (mouse)	1099683	1	1	1	0	0	0	1	0	0	0	0.770	0.754	NaN	NaN	NaN	0.770	1.000
9242	TMPRSS11F	transmembrane protease, serine 11F	1317766	1	1	1	0	0	0	1	0	0	0	0.770	0.872	NaN	NaN	NaN	0.770	1.000
9243	SND1	staphylococcal nuclease and tudor domain containing 1	2682858	3	3	3	1	1	1	0	0	1	0	0.883	0.850	0.876	0.0559	0.457	0.770	1.000
9244	PCDHGA12	protocadherin gamma subfamily A, 12	2664352	5	5	5	4	2	0	1	2	0	0	1.000	0.914	0.633	0.221	0.404	0.770	1.000
9245	WDR26	WD repeat domain 26	1828454	3	3	3	1	0	2	0	1	0	0	0.404	0.826	0.680	0.600	1.000	0.770	1.000
9246	FANCA	Fanconi anemia, complementation group A	4072108	8	7	8	1	2	5	0	0	1	0	0.621	0.324	0.577	0.268	0.651	0.770	1.000
9247	GLG1	golgi apparatus protein 1	3290175	6	6	6	0	1	2	0	2	1	0	0.716	0.323	0.424	0.414	0.564	0.770	1.000
9248	ZNF141	zinc finger protein 141	1397227	1	1	1	1	0	0	1	0	0	0	0.770	0.966	NaN	NaN	NaN	0.770	1.000
9249	MTCH2	mitochondrial carrier homolog 2 (C. elegans)	893443	1	1	1	0	0	1	0	0	0	0	0.770	0.742	NaN	NaN	NaN	0.770	1.000
9250	STK16	serine/threonine kinase 16	921652	1	1	1	0	0	0	0	1	0	0	0.770	0.829	NaN	NaN	NaN	0.770	1.000
9251	CENPB	centromere protein B, 80kDa	1046501	1	1	1	0	0	1	0	0	0	0	0.771	0.851	NaN	NaN	NaN	0.771	1.000
9252	GPRASP1	G protein-coupled receptor associated sorting protein 1	4032099	10	9	10	2	0	2	2	1	4	1	0.620	0.721	0.539	0.367	0.652	0.771	1.000
9253	HDAC3	histone deacetylase 3	1307242	1	1	1	0	0	0	1	0	0	0	0.771	0.762	NaN	NaN	NaN	0.771	1.000
9254	RPRD1B	regulation of nuclear pre-mRNA domain containing 1B	977455	4	4	4	2	0	1	1	0	2	0	0.405	0.967	0.643	0.946	1.000	0.771	1.000
9255	RAB40AL	RAB40A, member RAS oncogene family-like	815354	2	2	2	0	0	1	0	1	0	0	0.449	0.542	0.575	0.635	0.901	0.771	1.000
9256	PLIN1	perilipin 1	1059625	4	4	4	2	1	0	0	2	1	0	0.456	0.884	0.613	0.626	0.888	0.771	1.000
9257	SNX6	sorting nexin 6	1222876	3	3	3	1	0	2	1	0	0	0	0.405	0.943	0.952	0.529	1.000	0.771	1.000
9258	VAMP7	vesicle-associated membrane protein 7	857247	2	2	2	1	0	1	1	0	0	0	0.405	0.928	0.864	0.273	1.000	0.771	1.000
9259	MYO9A	myosin IXA	7614700	14	13	14	1	2	2	2	5	3	0	0.516	0.167	0.995	0.299	0.785	0.771	1.000
9260	OC90	otoconin 90	1424861	2	2	2	1	0	1	1	0	0	0	0.707	0.874	0.376	0.0801	0.573	0.771	1.000
9261	GDA	guanine deaminase	1286545	2	2	2	1	1	1	0	0	0	0	0.648	0.861	0.422	0.775	0.625	0.771	1.000
9262	CASP9	caspase 9, apoptosis-related cysteine peptidase	1069327	2	2	2	1	0	0	2	0	0	0	0.548	0.835	0.581	0.864	0.740	0.771	1.000
9263	GLYATL1	glycine-N-acyltransferase-like 1	1000941	1	1	1	1	0	1	0	0	0	0	0.771	0.962	NaN	NaN	NaN	0.771	1.000
9264	GRHPR	glyoxylate reductase/hydroxypyruvate reductase	903838	2	2	2	0	2	0	0	0	0	0	0.405	0.471	0.763	0.789	1.000	0.771	1.000
9265	P2RX4	purinergic receptor P2X, ligand-gated ion channel, 4	1062975	2	2	2	1	0	0	1	0	1	0	0.574	0.859	0.898	0.398	0.706	0.771	1.000
9266	VPS52	vacuolar protein sorting 52 homolog (S. cerevisiae)	1181460	4	4	4	2	0	0	1	2	1	0	0.777	0.874	0.486	0.828	0.522	0.772	1.000
9267	HERC2	hect domain and RLD 2	13428364	26	24	26	8	10	6	4	2	3	1	1.000	0.503	0.363	0.279	0.406	0.772	1.000
9268	KLF3	Kruppel-like factor 3 (basic)	1031314	1	1	1	0	0	1	0	0	0	0	0.772	0.730	NaN	NaN	NaN	0.772	1.000
9269	ROCK1	Rho-associated, coiled-coil containing protein kinase 1	4085254	8	6	8	2	3	2	1	1	1	0	0.928	0.693	0.907	0.119	0.437	0.772	1.000
9270	NDST3	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3	2589249	5	5	5	1	0	4	0	1	0	0	0.762	0.649	0.425	0.737	0.533	0.772	1.000
9271	TMEM59	transmembrane protein 59	958014	1	1	1	1	0	0	0	0	1	0	0.772	0.971	NaN	NaN	NaN	0.772	1.000
9272	UGDH	UDP-glucose dehydrogenase	1490643	1	1	1	0	0	1	0	0	0	0	0.772	0.824	NaN	NaN	NaN	0.772	1.000
9273	PER1	period homolog 1 (Drosophila)	3120419	9	6	9	3	0	6	2	0	1	0	0.881	0.742	0.532	0.211	0.461	0.772	1.000
9274	NUDCD3	NudC domain containing 3	1007269	1	1	1	0	0	1	0	0	0	0	0.772	0.762	NaN	NaN	NaN	0.772	1.000
9275	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	1776413	3	3	3	0	0	0	1	0	2	0	0.406	0.831	0.863	0.735	1.000	0.772	1.000
9276	LMX1A	LIM homeobox transcription factor 1, alpha	1130426	1	1	1	0	0	0	0	1	0	0	0.772	0.836	NaN	NaN	NaN	0.772	1.000
9277	SLC27A1	solute carrier family 27 (fatty acid transporter), member 1	1421366	2	2	2	1	1	0	0	0	1	0	0.681	0.778	0.235	0.465	0.596	0.772	1.000
9278	FGD4	FYVE, RhoGEF and PH domain containing 4	2295099	3	3	3	4	0	1	1	0	1	0	0.910	0.996	0.817	0.177	0.447	0.772	1.000
9279	PACSIN3	protein kinase C and casein kinase substrate in neurons 3	993616	2	2	2	0	0	1	0	1	0	0	0.423	0.669	0.323	0.203	0.961	0.772	1.000
9280	PSKH2	protein serine kinase H2	984678	1	1	1	1	0	0	0	1	0	0	0.772	0.940	NaN	NaN	NaN	0.772	1.000
9281	TRIP12	thyroid hormone receptor interactor 12	5984318	10	8	10	3	2	3	0	1	4	0	0.973	0.881	0.321	0.179	0.418	0.772	1.000
9282	NCAPG2	non-SMC condensin II complex, subunit G2	3442669	5	4	5	0	1	2	0	1	1	0	0.900	0.281	0.298	0.310	0.452	0.772	1.000
9283	BRPF3	bromodomain and PHD finger containing, 3	3497662	7	7	7	3	0	3	1	2	1	0	0.998	0.864	0.242	0.763	0.407	0.772	1.000
9284	HNF1B	HNF1 homeobox B	1497972	2	2	2	0	0	0	0	1	1	0	0.574	0.611	0.426	0.488	0.709	0.772	1.000
9285	GATA2	GATA binding protein 2	1106484	1	1	1	0	1	0	0	0	0	0	0.772	0.658	NaN	NaN	NaN	0.772	1.000
9286	DNAH11	dynein, axonemal, heavy chain 11	13420438	24	22	24	9	1	15	2	4	1	1	1.000	0.844	0.263	0.613	0.407	0.773	1.000
9287	IQCH	IQ motif containing H	3134058	5	5	5	0	2	0	2	1	0	0	0.407	0.246	0.948	0.880	1.000	0.773	1.000
9288	FGB	fibrinogen beta chain	1436748	1	1	1	1	0	1	0	0	0	0	0.773	0.965	NaN	NaN	NaN	0.773	1.000
9289	PODNL1	podocan-like 1	750615	1	1	1	1	0	0	0	1	0	0	0.773	0.953	NaN	NaN	NaN	0.773	1.000
9290	SLC39A4	solute carrier family 39 (zinc transporter), member 4	1256674	1	1	1	1	0	0	0	1	0	0	0.773	0.950	NaN	NaN	NaN	0.773	1.000
9291	CYFIP1	cytoplasmic FMR1 interacting protein 1	3864230	5	5	5	4	2	1	1	0	1	0	0.997	0.931	0.616	0.115	0.408	0.773	1.000
9292	UMODL1	uromodulin-like 1	4016606	9	7	9	4	1	4	0	1	3	0	0.979	0.699	0.526	0.140	0.416	0.773	1.000
9293	MED25	mediator complex subunit 25	1714998	4	4	4	2	2	1	1	0	0	0	0.714	0.716	0.464	0.894	0.570	0.773	1.000
9294	PDGFRB	platelet-derived growth factor receptor, beta polypeptide	3123034	7	7	7	1	2	2	1	1	1	0	0.471	0.305	0.625	0.589	0.865	0.773	1.000
9295	SLC16A4	solute carrier family 16, member 4 (monocarboxylic acid transporter 5)	1460257	2	2	2	0	0	0	1	1	0	0	0.461	0.625	0.577	0.952	0.884	0.773	1.000
9296	MMP19	matrix metallopeptidase 19	1504403	1	1	1	1	0	0	1	0	0	0	0.773	0.934	NaN	NaN	NaN	0.773	1.000
9297	MAS1	MAS1 oncogene	953434	2	2	2	2	0	2	0	0	0	0	1.000	0.854	0.253	0.221	0.408	0.773	1.000
9298	ZACN	zinc activated ligand-gated ion channel	1113568	1	1	1	0	0	0	0	0	1	0	0.774	1.000	NaN	NaN	NaN	0.774	1.000
9299	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)	926482	2	2	2	1	0	2	0	0	0	0	0.427	0.932	0.0816	0.867	0.956	0.774	1.000
9300	ASNS	asparagine synthetase	1687170	3	3	3	1	0	1	1	1	0	0	0.541	0.816	0.440	0.946	0.754	0.774	1.000
9301	RGS7BP	regulator of G-protein signaling 7 binding protein	750594	2	2	2	1	0	1	0	0	1	0	0.408	0.880	0.778	0.0939	1.000	0.774	1.000
9302	CCDC28A	coiled-coil domain containing 28A	825972	1	1	1	0	0	0	0	1	0	0	0.774	0.765	NaN	NaN	NaN	0.774	1.000
9303	COG3	component of oligomeric golgi complex 3	2414531	6	6	6	2	1	1	2	1	1	0	0.591	0.754	0.837	0.379	0.691	0.774	1.000
9304	SREBF1	sterol regulatory element binding transcription factor 1	1893265	3	3	3	1	0	0	1	0	2	0	0.521	0.799	0.808	0.325	0.784	0.774	1.000
9305	NDUFB1	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 1, 7kDa	288138	2	1	2	0	0	2	0	0	0	0	0.408	0.595	0.213	0.332	1.000	0.774	1.000
9306	SUSD5	sushi domain containing 5	1733435	5	5	5	2	0	1	1	2	1	0	0.681	0.861	0.259	0.505	0.600	0.774	1.000
9307	PPEF2	protein phosphatase, EF-hand calcium binding domain 2	2235317	5	5	5	2	1	2	0	0	2	0	0.774	0.848	0.381	0.772	0.528	0.774	1.000
9308	TRIM8	tripartite motif-containing 8	1013752	1	1	1	1	0	1	0	0	0	0	0.774	0.924	NaN	NaN	NaN	0.774	1.000
9309	HIBADH	3-hydroxyisobutyrate dehydrogenase	925568	2	2	2	0	1	0	0	1	0	0	0.418	0.466	0.286	0.620	0.977	0.774	1.000
9310	ITPR3	inositol 1,4,5-triphosphate receptor, type 3	7335090	14	14	13	4	4	5	1	3	1	0	0.991	0.435	0.495	0.137	0.412	0.774	1.000
9311	PPIE	peptidylprolyl isomerase E (cyclophilin E)	955360	1	1	1	0	0	0	1	0	0	0	0.774	0.776	NaN	NaN	NaN	0.774	1.000
9312	NMNAT1	nicotinamide nucleotide adenylyltransferase 1	831390	2	2	2	0	0	1	1	0	0	0	0.409	0.609	0.653	0.911	1.000	0.774	1.000
9313	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	1029026	1	1	1	0	0	1	0	0	0	0	0.774	0.666	NaN	NaN	NaN	0.774	1.000
9314	SLC25A38	solute carrier family 25, member 38	911986	2	2	2	0	0	1	1	0	0	0	0.409	0.519	0.947	0.731	1.000	0.774	1.000
9315	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial	1300306	4	3	4	1	0	4	0	0	0	0	0.522	0.568	0.807	0.320	0.783	0.775	1.000
9316	CCDC142	coiled-coil domain containing 142	1561355	3	3	3	1	1	0	1	0	1	0	0.409	0.825	0.657	0.613	1.000	0.775	1.000
9317	WDR27	WD repeat domain 27	2443612	3	3	3	0	0	1	1	1	0	0	0.854	0.465	0.357	0.673	0.479	0.775	1.000
9318	SESTD1	SEC14 and spectrin domains 1	2107288	4	4	4	0	1	2	1	0	0	0	0.409	0.453	0.798	0.566	1.000	0.775	1.000
9319	GUCY2D	guanylate cyclase 2D, membrane (retina-specific)	2036919	4	4	4	2	2	0	2	0	0	0	0.876	0.744	0.169	0.892	0.467	0.775	1.000
9320	ZNF335	zinc finger protein 335	3426194	4	4	4	2	1	2	0	1	0	0	0.995	0.840	0.381	0.381	0.411	0.775	1.000
9321	SCAMP3	secretory carrier membrane protein 3	1045057	2	2	2	1	1	1	0	0	0	0	0.413	0.773	0.536	0.852	0.990	0.775	1.000
9322	ZBTB45	zinc finger and BTB domain containing 45	737853	1	1	1	0	1	0	0	0	0	0	0.775	0.668	NaN	NaN	NaN	0.775	1.000
9323	EXTL2	exostoses (multiple)-like 2	975126	1	1	1	0	0	0	0	0	1	0	0.775	0.777	NaN	NaN	NaN	0.775	1.000
9324	RCN3	reticulocalbin 3, EF-hand calcium binding domain	720046	1	1	1	1	0	0	0	1	0	0	0.775	0.959	NaN	NaN	NaN	0.775	1.000
9325	HIF1A	hypoxia-inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	2463693	4	3	4	2	0	4	0	0	0	0	1.000	0.957	0.324	0.939	0.410	0.775	1.000
9326	SLC41A2	solute carrier family 41, member 2	1711865	1	1	1	0	0	0	1	0	0	0	0.776	0.845	NaN	NaN	NaN	0.776	1.000
9327	KPNA7	karyopherin alpha 7 (importin alpha 8)	1329616	3	3	3	1	1	1	1	0	0	0	0.410	0.612	0.759	0.507	1.000	0.776	1.000
9328	GPR160	G protein-coupled receptor 160	990952	2	2	2	1	0	0	0	2	0	0	0.410	0.870	0.557	0.903	1.000	0.776	1.000
9329	GPR132	G protein-coupled receptor 132	1056064	1	1	1	0	0	0	0	1	0	0	0.776	0.895	NaN	NaN	NaN	0.776	1.000
9330	PCDHA1	protocadherin alpha 1	2772686	6	6	6	6	5	0	1	0	0	0	1.000	0.934	0.190	0.520	0.410	0.776	1.000
9331	FAM184B	family with sequence similarity 184, member B	2408742	4	2	4	2	1	2	1	0	0	0	0.976	0.857	0.240	0.422	0.420	0.776	1.000
9332	CLDN17	claudin 17	660540	2	2	2	2	1	0	1	0	0	0	1.000	0.956	0.178	0.967	0.411	0.776	1.000
9333	KLHDC2	kelch domain containing 2	1184042	1	1	1	0	0	0	0	0	1	0	0.776	0.924	NaN	NaN	NaN	0.776	1.000
9334	GABRR1	gamma-aminobutyric acid (GABA) receptor, rho 1	1445249	2	2	2	0	0	1	0	1	0	0	0.892	0.593	0.0833	0.194	0.461	0.776	1.000
9335	NOVA1	neuro-oncological ventral antigen 1	1473807	1	1	1	1	0	0	1	0	0	0	0.776	0.971	NaN	NaN	NaN	0.776	1.000
9336	XPNPEP2	X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound	1999976	4	4	4	2	0	0	0	3	1	0	0.803	0.916	0.950	0.174	0.512	0.776	1.000
9337	FAM81A	family with sequence similarity 81, member A	1106915	2	2	2	1	0	2	0	0	0	0	0.411	0.884	0.752	0.676	1.000	0.776	1.000
9338	INPP5A	inositol polyphosphate-5-phosphatase, 40kDa	1062572	1	1	1	1	0	1	0	0	0	0	0.776	0.921	NaN	NaN	NaN	0.776	1.000
9339	PDIA4	protein disulfide isomerase family A, member 4	1823247	7	5	7	0	1	2	1	2	1	0	0.411	0.162	0.970	0.637	1.000	0.777	1.000
9340	WDR44	WD repeat domain 44	2744146	13	12	13	3	3	5	1	0	4	0	0.789	0.720	0.377	0.438	0.521	0.777	1.000
9341	GARS	glycyl-tRNA synthetase	2034390	2	2	2	2	0	0	0	1	1	0	0.967	0.968	0.111	0.344	0.425	0.777	1.000
9342	ZKSCAN4	zinc finger with KRAB and SCAN domains 4	1500680	3	3	3	2	1	2	0	0	0	0	0.811	0.905	0.367	0.441	0.507	0.777	1.000
9343	PPIP5K2	diphosphoinositol pentakisphosphate kinase 2	3683472	7	7	7	1	1	2	1	1	2	0	0.630	0.754	0.685	0.338	0.652	0.777	1.000
9344	THAP9	THAP domain containing 9	2596476	6	5	6	1	0	1	1	1	3	0	0.560	0.758	0.881	0.314	0.734	0.777	1.000
9345	ZNF577	zinc finger protein 577	1438784	1	1	1	4	0	0	0	0	1	0	0.777	1.000	NaN	NaN	NaN	0.777	1.000
9346	NCK1	NCK adaptor protein 1	1117663	2	2	2	1	0	0	0	2	0	0	0.537	0.857	0.721	0.244	0.766	0.777	1.000
9347	DUOXA2	dual oxidase maturation factor 2	764751	2	2	2	1	2	0	0	0	0	0	0.411	0.827	0.221	0.418	1.000	0.777	1.000
9348	NUCB2	nucleobindin 2	1256441	1	1	1	1	0	0	0	1	0	0	0.777	0.977	NaN	NaN	NaN	0.777	1.000
9349	ZPBP	zona pellucida binding protein	930137	2	2	2	0	2	0	0	0	0	0	0.412	0.657	0.635	0.294	1.000	0.777	1.000
9350	LARP6	La ribonucleoprotein domain family, member 6	1333003	1	1	1	1	1	0	0	0	0	0	0.777	0.920	NaN	NaN	NaN	0.777	1.000
9351	DGKQ	diacylglycerol kinase, theta 110kDa	1152665	1	1	1	1	0	1	0	0	0	0	0.777	0.864	NaN	NaN	NaN	0.777	1.000
9352	PTGR1	prostaglandin reductase 1	1026046	1	1	1	1	0	0	1	0	0	0	0.777	0.957	NaN	NaN	NaN	0.777	1.000
9353	BHLHE40	basic helix-loop-helix family, member e40	1189195	1	1	1	1	0	0	0	0	1	0	0.777	1.000	NaN	NaN	NaN	0.777	1.000
9354	IL21R	interleukin 21 receptor	1270686	2	2	2	0	0	1	1	0	0	0	0.576	0.527	0.377	0.569	0.716	0.777	1.000
9355	PKP4	plakophilin 4	3544475	7	6	7	3	2	2	1	2	0	0	0.990	0.829	0.233	0.624	0.416	0.777	1.000
9356	ZNF559	zinc finger protein 559	1589684	2	2	2	0	0	1	0	1	0	0	0.671	0.686	0.725	0.454	0.614	0.777	1.000
9357	ZNF277	zinc finger protein 277	1353211	2	2	2	1	1	1	0	0	0	0	0.608	0.893	0.389	0.972	0.678	0.777	1.000
9358	GFRA3	GDNF family receptor alpha 3	916449	2	2	2	1	1	0	0	1	0	0	0.412	0.883	0.802	0.863	1.000	0.777	1.000
9359	HFE2	hemochromatosis type 2 (juvenile)	1197475	1	1	1	1	0	1	0	0	0	0	0.777	0.942	NaN	NaN	NaN	0.777	1.000
9360	CLCNKA	chloride channel Ka	1743774	6	5	6	3	0	2	2	0	2	0	0.749	0.745	0.395	0.516	0.550	0.777	1.000
9361	ST6GAL1	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	1209871	3	2	3	0	0	1	1	0	1	0	0.755	0.395	0.616	0.121	0.546	0.777	1.000
9362	BLZF1	basic leucine zipper nuclear factor 1 (JEM-1)	1192991	1	1	1	1	0	0	1	0	0	0	0.777	0.976	NaN	NaN	NaN	0.777	1.000
9363	MC3R	melanocortin 3 receptor	952335	3	3	3	1	1	0	1	1	0	0	0.412	0.735	0.688	0.315	1.000	0.778	1.000
9364	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	995494	2	2	2	0	0	0	2	0	0	0	0.412	0.513	0.427	0.997	1.000	0.778	1.000
9365	KRT18	keratin 18	1016701	3	3	2	2	1	2	0	0	0	0	1.000	0.895	0.446	0.225	0.412	0.778	1.000
9366	NKD1	naked cuticle homolog 1 (Drosophila)	958025	1	1	1	0	0	0	1	0	0	0	0.778	0.707	NaN	NaN	NaN	0.778	1.000
9367	SCN9A	sodium channel, voltage-gated, type IX, alpha subunit	5870881	13	9	13	6	1	4	2	4	2	0	0.996	0.945	0.452	0.187	0.414	0.778	1.000
9368	CHRNB3	cholinergic receptor, nicotinic, beta 3	1354766	3	3	3	0	0	1	1	0	1	0	0.413	0.547	0.771	0.749	1.000	0.778	1.000
9369	DLX1	distal-less homeobox 1	752423	1	1	1	0	0	0	0	1	0	0	0.778	0.854	NaN	NaN	NaN	0.778	1.000
9370	TAAR6	trace amine associated receptor 6	1011052	2	2	2	0	0	1	0	1	0	0	0.413	0.603	0.980	0.448	1.000	0.778	1.000
9371	CYP3A4	cytochrome P450, family 3, subfamily A, polypeptide 4	1526622	4	4	4	2	0	1	0	2	1	0	0.684	0.921	0.290	0.654	0.604	0.778	1.000
9372	DPYSL4	dihydropyrimidinase-like 4	1272736	1	1	1	1	0	0	0	0	1	0	0.778	1.000	NaN	NaN	NaN	0.778	1.000
9373	TRIM68	tripartite motif-containing 68	1442167	1	1	1	1	1	0	0	0	0	0	0.778	0.962	NaN	NaN	NaN	0.778	1.000
9374	UBA3	ubiquitin-like modifier activating enzyme 3	1357831	1	1	1	0	0	1	0	0	0	0	0.779	0.860	NaN	NaN	NaN	0.779	1.000
9375	ARMC8	armadillo repeat containing 8	2081963	2	2	2	1	0	0	1	0	1	0	0.708	0.970	0.244	0.255	0.584	0.779	1.000
9376	GDF5	growth differentiation factor 5	1308859	2	2	2	0	0	0	0	1	1	0	0.455	0.832	0.683	0.469	0.909	0.779	1.000
9377	LYPD3	LY6/PLAUR domain containing 3	952161	1	1	1	0	0	0	0	0	1	0	0.779	0.728	NaN	NaN	NaN	0.779	1.000
9378	MAN2B1	mannosidase, alpha, class 2B, member 1	2560870	6	5	6	3	2	1	0	1	2	0	0.905	0.799	0.325	0.579	0.457	0.779	1.000
9379	BRCC3	BRCA1/BRCA2-containing complex, subunit 3	946349	2	2	2	1	1	0	0	0	1	0	0.414	0.875	0.413	0.492	1.000	0.779	1.000
9380	PARM1	prostate androgen-regulated mucin-like protein 1	924048	3	2	3	2	0	0	0	2	1	0	0.709	0.885	0.332	0.896	0.585	0.779	1.000
9381	WDR92	WD repeat domain 92	1069397	1	1	1	1	0	0	1	0	0	0	0.779	0.959	NaN	NaN	NaN	0.779	1.000
9382	PEX16	peroxisomal biogenesis factor 16	962787	1	1	1	0	0	0	0	0	1	0	0.780	0.709	NaN	NaN	NaN	0.780	1.000
9383	CER1	cerberus 1, cysteine knot superfamily, homolog (Xenopus laevis)	791520	2	2	2	0	0	1	0	1	0	0	0.433	0.628	0.613	0.608	0.958	0.780	1.000
9384	ZNF169	zinc finger protein 169	1768697	4	4	4	1	0	1	2	1	0	0	0.415	0.683	0.886	0.604	1.000	0.780	1.000
9385	ADRA1B	adrenergic, alpha-1B-, receptor	907462	1	1	1	0	0	0	1	0	0	0	0.780	0.674	NaN	NaN	NaN	0.780	1.000
9386	POTEM	POTE ankyrin domain family, member M	471092	5	5	4	4	1	1	3	0	0	0	1.000	0.987	0.375	0.268	0.415	0.780	1.000
